STATISTIC	Statistic Label	TLIST(A1)	Year	C02873V03456	Type of Admission	C02842V03416	Health Service Executive Area	C02922V03531	Marital Status	UNIT	VALUE
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X02	HSE-Dublin/North-East	2	Married	Number	423
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X02	HSE-Dublin/North-East	3	Widowed	Number	55
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X02	HSE-Dublin/North-East	5	Divorced	Number	50
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X02	HSE-Dublin/North-East	9	Unknown	Number	157
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X03	HSE-South	-	All marital status	Number	1609
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X03	HSE-South	1	Single	Number	819
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X03	HSE-South	2	Married	Number	528
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X03	HSE-South	3	Widowed	Number	79
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X03	HSE-South	5	Divorced	Number	46
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X03	HSE-South	9	Unknown	Number	137
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X04	HSE-West	-	All marital status	Number	1363
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X04	HSE-West	1	Single	Number	700
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X04	HSE-West	2	Married	Number	428
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X04	HSE-West	3	Widowed	Number	59
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X04	HSE-West	5	Divorced	Number	30
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X04	HSE-West	9	Unknown	Number	146
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X06	Non-residents	-	All marital status	Number	33
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X06	Non-residents	1	Single	Number	23
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X06	Non-residents	2	Married	Number	
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X06	Non-residents	3	Widowed	Number	
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X06	Non-residents	5	Divorced	Number	
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X06	Non-residents	9	Unknown	Number	
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X23	All HSE areas incl. non-residents	-	All marital status	Number	6130
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X23	All HSE areas incl. non-residents	1	Single	Number	3133
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X23	All HSE areas incl. non-residents	2	Married	Number	1898
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X23	All HSE areas incl. non-residents	3	Widowed	Number	284
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X23	All HSE areas incl. non-residents	5	Divorced	Number	166
HRA23C1	Hospital Admissions (Number)	2012	2012	1	First admissions	X23	All HSE areas incl. non-residents	9	Unknown	Number	649
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X01	HSE-Dublin/Mid-Leinster	-	All marital status	Number	5221
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X01	HSE-Dublin/Mid-Leinster	1	Single	Number	2761
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X01	HSE-Dublin/Mid-Leinster	2	Married	Number	1499
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X01	HSE-Dublin/Mid-Leinster	3	Widowed	Number	236
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X01	HSE-Dublin/Mid-Leinster	5	Divorced	Number	198
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X01	HSE-Dublin/Mid-Leinster	9	Unknown	Number	527
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X02	HSE-Dublin/North-East	-	All marital status	Number	4151
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X02	HSE-Dublin/North-East	1	Single	Number	2222
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X02	HSE-Dublin/North-East	2	Married	Number	1050
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X02	HSE-Dublin/North-East	3	Widowed	Number	184
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X02	HSE-Dublin/North-East	5	Divorced	Number	222
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X02	HSE-Dublin/North-East	9	Unknown	Number	473
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X03	HSE-South	-	All marital status	Number	4499
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X03	HSE-South	1	Single	Number	2545
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X03	HSE-South	2	Married	Number	1229
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X03	HSE-South	3	Widowed	Number	202
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X03	HSE-South	5	Divorced	Number	134
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X03	HSE-South	9	Unknown	Number	389
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X04	HSE-West	-	All marital status	Number	4532
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X04	HSE-West	1	Single	Number	2575
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X04	HSE-West	2	Married	Number	1151
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X04	HSE-West	3	Widowed	Number	172
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X04	HSE-West	5	Divorced	Number	135
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X04	HSE-West	9	Unknown	Number	499
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X06	Non-residents	-	All marital status	Number	54
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X06	Non-residents	1	Single	Number	28
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X06	Non-residents	2	Married	Number	8
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X06	Non-residents	3	Widowed	Number	
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X06	Non-residents	5	Divorced	Number	
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X06	Non-residents	9	Unknown	Number	15
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X23	All HSE areas incl. non-residents	-	All marital status	Number	18457
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X23	All HSE areas incl. non-residents	1	Single	Number	10131
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X23	All HSE areas incl. non-residents	2	Married	Number	4937
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X23	All HSE areas incl. non-residents	3	Widowed	Number	795
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X23	All HSE areas incl. non-residents	5	Divorced	Number	691
HRA23C1	Hospital Admissions (Number)	2013	2013	-	All admissions	X23	All HSE areas incl. non-residents	9	Unknown	Number	1903
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X01	HSE-Dublin/Mid-Leinster	-	All marital status	Number	1804
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X01	HSE-Dublin/Mid-Leinster	1	Single	Number	912
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X01	HSE-Dublin/Mid-Leinster	2	Married	Number	565
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X01	HSE-Dublin/Mid-Leinster	3	Widowed	Number	84
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X01	HSE-Dublin/Mid-Leinster	5	Divorced	Number	35
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X01	HSE-Dublin/Mid-Leinster	9	Unknown	Number	208
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X02	HSE-Dublin/North-East	-	All marital status	Number	1397
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X02	HSE-Dublin/North-East	1	Single	Number	729
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X02	HSE-Dublin/North-East	2	Married	Number	368
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X02	HSE-Dublin/North-East	3	Widowed	Number	68
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X02	HSE-Dublin/North-East	5	Divorced	Number	53
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X02	HSE-Dublin/North-East	9	Unknown	Number	179
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X03	HSE-South	-	All marital status	Number	1472
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X03	HSE-South	1	Single	Number	770
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X03	HSE-South	2	Married	Number	466
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X03	HSE-South	3	Widowed	Number	75
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X03	HSE-South	5	Divorced	Number	39
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X03	HSE-South	9	Unknown	Number	122
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X04	HSE-West	-	All marital status	Number	1341
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X04	HSE-West	1	Single	Number	684
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X04	HSE-West	2	Married	Number	440
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X04	HSE-West	3	Widowed	Number	50
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X04	HSE-West	5	Divorced	Number	25
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X04	HSE-West	9	Unknown	Number	142
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X06	Non-residents	-	All marital status	Number	41
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X06	Non-residents	1	Single	Number	21
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X06	Non-residents	2	Married	Number	7
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X06	Non-residents	3	Widowed	Number	
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X06	Non-residents	5	Divorced	Number	
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X06	Non-residents	9	Unknown	Number	10
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X23	All HSE areas incl. non-residents	-	All marital status	Number	6055
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X23	All HSE areas incl. non-residents	1	Single	Number	3116
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X23	All HSE areas incl. non-residents	2	Married	Number	1846
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X23	All HSE areas incl. non-residents	3	Widowed	Number	278
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X23	All HSE areas incl. non-residents	5	Divorced	Number	154
HRA23C1	Hospital Admissions (Number)	2013	2013	1	First admissions	X23	All HSE areas incl. non-residents	9	Unknown	Number	661
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X01	HSE-Dublin/Mid-Leinster	-	All marital status	Number	5251
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X01	HSE-Dublin/Mid-Leinster	1	Single	Number	2893
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X01	HSE-Dublin/Mid-Leinster	2	Married	Number	1431
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X01	HSE-Dublin/Mid-Leinster	3	Widowed	Number	244
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X01	HSE-Dublin/Mid-Leinster	5	Divorced	Number	194
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X01	HSE-Dublin/Mid-Leinster	9	Unknown	Number	489
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X02	HSE-Dublin/North-East	-	All marital status	Number	3857
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X02	HSE-Dublin/North-East	1	Single	Number	2180
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X02	HSE-Dublin/North-East	2	Married	Number	1002
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X02	HSE-Dublin/North-East	3	Widowed	Number	119
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X02	HSE-Dublin/North-East	5	Divorced	Number	172
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X02	HSE-Dublin/North-East	9	Unknown	Number	384
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X03	HSE-South	-	All marital status	Number	4377
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X03	HSE-South	1	Single	Number	2606
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X03	HSE-South	2	Married	Number	1064
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X03	HSE-South	3	Widowed	Number	197
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X03	HSE-South	5	Divorced	Number	158
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X03	HSE-South	9	Unknown	Number	352
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X04	HSE-West	-	All marital status	Number	4257
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X04	HSE-West	1	Single	Number	2407
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X04	HSE-West	2	Married	Number	1064
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X04	HSE-West	3	Widowed	Number	152
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X04	HSE-West	5	Divorced	Number	123
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X04	HSE-West	9	Unknown	Number	511
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X06	Non-residents	-	All marital status	Number	55
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X06	Non-residents	1	Single	Number	37
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X06	Non-residents	2	Married	Number	6
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X06	Non-residents	3	Widowed	Number	
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X06	Non-residents	5	Divorced	Number	6
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X06	Non-residents	9	Unknown	Number	5
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X23	All HSE areas incl. non-residents	-	All marital status	Number	17797
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X23	All HSE areas incl. non-residents	1	Single	Number	10123
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X23	All HSE areas incl. non-residents	2	Married	Number	4567
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X23	All HSE areas incl. non-residents	3	Widowed	Number	713
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X23	All HSE areas incl. non-residents	5	Divorced	Number	653
HRA23C1	Hospital Admissions (Number)	2014	2014	-	All admissions	X23	All HSE areas incl. non-residents	9	Unknown	Number	1741
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X01	HSE-Dublin/Mid-Leinster	-	All marital status	Number	1755
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X01	HSE-Dublin/Mid-Leinster	1	Single	Number	875
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X01	HSE-Dublin/Mid-Leinster	2	Married	Number	526
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X01	HSE-Dublin/Mid-Leinster	3	Widowed	Number	95
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X01	HSE-Dublin/Mid-Leinster	5	Divorced	Number	53
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X01	HSE-Dublin/Mid-Leinster	9	Unknown	Number	206
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X02	HSE-Dublin/North-East	-	All marital status	Number	1243
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X02	HSE-Dublin/North-East	1	Single	Number	684
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X02	HSE-Dublin/North-East	2	Married	Number	353
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X02	HSE-Dublin/North-East	3	Widowed	Number	38
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X02	HSE-Dublin/North-East	5	Divorced	Number	43
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X02	HSE-Dublin/North-East	9	Unknown	Number	125
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X03	HSE-South	-	All marital status	Number	1519
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X03	HSE-South	1	Single	Number	849
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X03	HSE-South	2	Married	Number	419
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X03	HSE-South	3	Widowed	Number	75
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X03	HSE-South	5	Divorced	Number	57
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X03	HSE-South	9	Unknown	Number	119
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X04	HSE-West	-	All marital status	Number	1382
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X04	HSE-West	1	Single	Number	721
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X04	HSE-West	2	Married	Number	398
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X04	HSE-West	3	Widowed	Number	59
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X04	HSE-West	5	Divorced	Number	24
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X04	HSE-West	9	Unknown	Number	180
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X06	Non-residents	-	All marital status	Number	43
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X06	Non-residents	1	Single	Number	28
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X06	Non-residents	2	Married	Number	6
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X06	Non-residents	3	Widowed	Number	
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X06	Non-residents	5	Divorced	Number	
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X06	Non-residents	9	Unknown	Number	
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X23	All HSE areas incl. non-residents	-	All marital status	Number	5942
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X23	All HSE areas incl. non-residents	1	Single	Number	3157
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X23	All HSE areas incl. non-residents	2	Married	Number	1702
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X23	All HSE areas incl. non-residents	3	Widowed	Number	268
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X23	All HSE areas incl. non-residents	5	Divorced	Number	181
HRA23C1	Hospital Admissions (Number)	2014	2014	1	First admissions	X23	All HSE areas incl. non-residents	9	Unknown	Number	634
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X01	HSE-Dublin/Mid-Leinster	-	All marital status	"Rate per 100,000 Pop."	503
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X01	HSE-Dublin/Mid-Leinster	1	Single	"Rate per 100,000 Pop."	460
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X01	HSE-Dublin/Mid-Leinster	2	Married	"Rate per 100,000 Pop."	413
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X01	HSE-Dublin/Mid-Leinster	3	Widowed	"Rate per 100,000 Pop."	669
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X01	HSE-Dublin/Mid-Leinster	5	Divorced	"Rate per 100,000 Pop."	549
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X01	HSE-Dublin/Mid-Leinster	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X02	HSE-Dublin/North-East	-	All marital status	"Rate per 100,000 Pop."	449
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X02	HSE-Dublin/North-East	1	Single	"Rate per 100,000 Pop."	402
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X02	HSE-Dublin/North-East	2	Married	"Rate per 100,000 Pop."	340
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X02	HSE-Dublin/North-East	3	Widowed	"Rate per 100,000 Pop."	599
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X02	HSE-Dublin/North-East	5	Divorced	"Rate per 100,000 Pop."	835
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X02	HSE-Dublin/North-East	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X03	HSE-South	-	All marital status	"Rate per 100,000 Pop."	474
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X03	HSE-South	1	Single	"Rate per 100,000 Pop."	502
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X03	HSE-South	2	Married	"Rate per 100,000 Pop."	319
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X03	HSE-South	3	Widowed	"Rate per 100,000 Pop."	610
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X03	HSE-South	5	Divorced	"Rate per 100,000 Pop."	673
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X03	HSE-South	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X04	HSE-West	-	All marital status	"Rate per 100,000 Pop."	475
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X04	HSE-West	1	Single	"Rate per 100,000 Pop."	501
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X04	HSE-West	2	Married	"Rate per 100,000 Pop."	320
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X04	HSE-West	3	Widowed	"Rate per 100,000 Pop."	438
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X04	HSE-West	5	Divorced	"Rate per 100,000 Pop."	900
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X04	HSE-West	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X06	Non-residents	-	All marital status	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X06	Non-residents	1	Single	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X06	Non-residents	2	Married	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X06	Non-residents	3	Widowed	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X06	Non-residents	5	Divorced	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X06	Non-residents	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X23	All HSE areas incl. non-residents	-	All marital status	"Rate per 100,000 Pop."	478
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X23	All HSE areas incl. non-residents	1	Single	"Rate per 100,000 Pop."	469
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X23	All HSE areas incl. non-residents	2	Married	"Rate per 100,000 Pop."	351
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X23	All HSE areas incl. non-residents	3	Widowed	"Rate per 100,000 Pop."	578
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X23	All HSE areas incl. non-residents	5	Divorced	"Rate per 100,000 Pop."	722
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	-	All admissions	X23	All HSE areas incl. non-residents	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X01	HSE-Dublin/Mid-Leinster	-	All marital status	"Rate per 100,000 Pop."	141
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X01	HSE-Dublin/Mid-Leinster	1	Single	"Rate per 100,000 Pop."	127
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X01	HSE-Dublin/Mid-Leinster	2	Married	"Rate per 100,000 Pop."	121
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X01	HSE-Dublin/Mid-Leinster	3	Widowed	"Rate per 100,000 Pop."	196
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X01	HSE-Dublin/Mid-Leinster	5	Divorced	"Rate per 100,000 Pop."	141
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X01	HSE-Dublin/Mid-Leinster	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X02	HSE-Dublin/North-East	-	All marital status	"Rate per 100,000 Pop."	128
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X02	HSE-Dublin/North-East	1	Single	"Rate per 100,000 Pop."	110
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X02	HSE-Dublin/North-East	2	Married	"Rate per 100,000 Pop."	108
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X02	HSE-Dublin/North-East	3	Widowed	"Rate per 100,000 Pop."	166
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X02	HSE-Dublin/North-East	5	Divorced	"Rate per 100,000 Pop."	245
